"uri","label_foi","label_list","label","comment","definition"
"http://w3id.org/glosis/model/layerhorizon/cementationNatureProperty",,"GL_Plot","cementationNatureProperty","The Cementation Nature Property identifies the specific type of material responsible for binding soil particles, such as carbonates, silica, or iron oxides. Understanding this helps in soil classification and predicting behavior under varying environmental conditions. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 71"
"http://w3id.org/glosis/model/layerhorizon/coatingAbundanceProperty",,"GL_Layer","coatingAbundanceProperty","The Coating Abundance Property evaluates the quantity of coatings on soil particles, such as organic matter, clay, or iron oxides. Coatings influence soil color, nutrient availability, and water movement. The abundance is typically classified as few, common, or many. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","Guidelines for Soil Description issued by the FAO: table 64"
"http://w3id.org/glosis/model/layerhorizon/coatingAbundanceProperty","GL_Surface",,"coatingAbundanceProperty","The Coating Abundance Property evaluates the quantity of coatings on soil particles, such as organic matter, clay, or iron oxides. Coatings influence soil color, nutrient availability, and water movement. The abundance is typically classified as few, common, or many. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","Guidelines for Soil Description issued by the FAO: table 64"
"http://w3id.org/glosis/model/layerhorizon/coatingAbundanceProperty","GL_Profile",,"coatingAbundanceProperty","The Coating Abundance Property evaluates the quantity of coatings on soil particles, such as organic matter, clay, or iron oxides. Coatings influence soil color, nutrient availability, and water movement. The abundance is typically classified as few, common, or many. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","Guidelines for Soil Description issued by the FAO: table 64"
"http://w3id.org/glosis/model/layerhorizon/coatingAbundanceProperty","GL_Plot",,"coatingAbundanceProperty","The Coating Abundance Property evaluates the quantity of coatings on soil particles, such as organic matter, clay, or iron oxides. Coatings influence soil color, nutrient availability, and water movement. The abundance is typically classified as few, common, or many. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","Guidelines for Soil Description issued by the FAO: table 64"
"http://w3id.org/glosis/model/layerhorizon/coatingAbundanceProperty",,"GL_Plot","coatingAbundanceProperty","The Coating Abundance Property evaluates the quantity of coatings on soil particles, such as organic matter, clay, or iron oxides. Coatings influence soil color, nutrient availability, and water movement. The abundance is typically classified as few, common, or many. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","Guidelines for Soil Description issued by the FAO: table 64"
"http://w3id.org/glosis/model/layerhorizon/coatingContrastProperty",,"GL_Layer","coatingContrastProperty","The Coating Contrast Property assesses the visual distinction between coatings on soil particles and the underlying material. High contrast indicates significant differences in composition or color, providing clues about soil processes like illuviation or biological activity. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 65"
"http://w3id.org/glosis/model/layerhorizon/coatingContrastProperty","GL_Surface",,"coatingContrastProperty","The Coating Contrast Property assesses the visual distinction between coatings on soil particles and the underlying material. High contrast indicates significant differences in composition or color, providing clues about soil processes like illuviation or biological activity. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 65"
"http://w3id.org/glosis/model/layerhorizon/coatingContrastProperty","GL_Profile",,"coatingContrastProperty","The Coating Contrast Property assesses the visual distinction between coatings on soil particles and the underlying material. High contrast indicates significant differences in composition or color, providing clues about soil processes like illuviation or biological activity. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 65"
"http://w3id.org/glosis/model/layerhorizon/coatingContrastProperty","GL_Plot",,"coatingContrastProperty","The Coating Contrast Property assesses the visual distinction between coatings on soil particles and the underlying material. High contrast indicates significant differences in composition or color, providing clues about soil processes like illuviation or biological activity. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 65"
"http://w3id.org/glosis/model/layerhorizon/coatingContrastProperty",,"GL_Plot","coatingContrastProperty","The Coating Contrast Property assesses the visual distinction between coatings on soil particles and the underlying material. High contrast indicates significant differences in composition or color, providing clues about soil processes like illuviation or biological activity. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 65"
"http://w3id.org/glosis/model/layerhorizon/coatingFormProperty",,"GL_Layer","coatingFormProperty","The Coating Form Property describes the shape and distribution of coatings on soil particles, such as patchy, continuous, or layered. These forms are indicative of soil genesis and chemical weathering processes. Source: Soil Science Society of America (SSSA) Glossary.","Guidelines for Soil Description issued by the FAO: table 67"
"http://w3id.org/glosis/model/layerhorizon/coatingFormProperty","GL_Surface",,"coatingFormProperty","The Coating Form Property describes the shape and distribution of coatings on soil particles, such as patchy, continuous, or layered. These forms are indicative of soil genesis and chemical weathering processes. Source: Soil Science Society of America (SSSA) Glossary.","Guidelines for Soil Description issued by the FAO: table 67"
"http://w3id.org/glosis/model/layerhorizon/coatingFormProperty","GL_Profile",,"coatingFormProperty","The Coating Form Property describes the shape and distribution of coatings on soil particles, such as patchy, continuous, or layered. These forms are indicative of soil genesis and chemical weathering processes. Source: Soil Science Society of America (SSSA) Glossary.","Guidelines for Soil Description issued by the FAO: table 67"
"http://w3id.org/glosis/model/layerhorizon/coatingFormProperty","GL_Plot",,"coatingFormProperty","The Coating Form Property describes the shape and distribution of coatings on soil particles, such as patchy, continuous, or layered. These forms are indicative of soil genesis and chemical weathering processes. Source: Soil Science Society of America (SSSA) Glossary.","Guidelines for Soil Description issued by the FAO: table 67"
"http://w3id.org/glosis/model/layerhorizon/coatingFormProperty",,"GL_Plot","coatingFormProperty","The Coating Form Property describes the shape and distribution of coatings on soil particles, such as patchy, continuous, or layered. These forms are indicative of soil genesis and chemical weathering processes. Source: Soil Science Society of America (SSSA) Glossary.","Guidelines for Soil Description issued by the FAO: table 67"
"http://w3id.org/glosis/model/layerhorizon/coatingLocationProperty",,"GL_Layer","coatingLocationProperty","The Coating Location Property identifies where coatings are found within the soil profile, such as along root channels, pore spaces, or on particle surfaces. This property helps determine the movement of water and nutrients in the soil. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","Guidelines for Soil Description issued by the FAO: table 68"
"http://w3id.org/glosis/model/layerhorizon/coatingLocationProperty","GL_Surface",,"coatingLocationProperty","The Coating Location Property identifies where coatings are found within the soil profile, such as along root channels, pore spaces, or on particle surfaces. This property helps determine the movement of water and nutrients in the soil. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","Guidelines for Soil Description issued by the FAO: table 68"
"http://w3id.org/glosis/model/layerhorizon/coatingLocationProperty","GL_Profile",,"coatingLocationProperty","The Coating Location Property identifies where coatings are found within the soil profile, such as along root channels, pore spaces, or on particle surfaces. This property helps determine the movement of water and nutrients in the soil. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","Guidelines for Soil Description issued by the FAO: table 68"
"http://w3id.org/glosis/model/layerhorizon/coatingLocationProperty","GL_Plot",,"coatingLocationProperty","The Coating Location Property identifies where coatings are found within the soil profile, such as along root channels, pore spaces, or on particle surfaces. This property helps determine the movement of water and nutrients in the soil. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","Guidelines for Soil Description issued by the FAO: table 68"
"http://w3id.org/glosis/model/layerhorizon/coatingLocationProperty",,"GL_Plot","coatingLocationProperty","The Coating Location Property identifies where coatings are found within the soil profile, such as along root channels, pore spaces, or on particle surfaces. This property helps determine the movement of water and nutrients in the soil. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","Guidelines for Soil Description issued by the FAO: table 68"
"http://w3id.org/glosis/model/layerhorizon/coatingNatureProperty",,"GL_Layer","coatingNatureProperty","The Coating Nature Property examines the composition of soil coatings, such as organic, clay, or iron-rich coatings. The nature of these coatings can influence nutrient retention, soil color, and water dynamics. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.","Guidelines for Soil Description issued by the FAO: table 66"
"http://w3id.org/glosis/model/layerhorizon/coatingNatureProperty","GL_Surface",,"coatingNatureProperty","The Coating Nature Property examines the composition of soil coatings, such as organic, clay, or iron-rich coatings. The nature of these coatings can influence nutrient retention, soil color, and water dynamics. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.","Guidelines for Soil Description issued by the FAO: table 66"
"http://w3id.org/glosis/model/layerhorizon/coatingNatureProperty","GL_Profile",,"coatingNatureProperty","The Coating Nature Property examines the composition of soil coatings, such as organic, clay, or iron-rich coatings. The nature of these coatings can influence nutrient retention, soil color, and water dynamics. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.","Guidelines for Soil Description issued by the FAO: table 66"
"http://w3id.org/glosis/model/layerhorizon/coatingNatureProperty","GL_Plot",,"coatingNatureProperty","The Coating Nature Property examines the composition of soil coatings, such as organic, clay, or iron-rich coatings. The nature of these coatings can influence nutrient retention, soil color, and water dynamics. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.","Guidelines for Soil Description issued by the FAO: table 66"
"http://w3id.org/glosis/model/layerhorizon/coatingNatureProperty",,"GL_Plot","coatingNatureProperty","The Coating Nature Property examines the composition of soil coatings, such as organic, clay, or iron-rich coatings. The nature of these coatings can influence nutrient retention, soil color, and water dynamics. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.","Guidelines for Soil Description issued by the FAO: table 66"
"http://w3id.org/glosis/model/layerhorizon/consistenceDryProperty",,"GL_Layer","consistenceDryProperty","The Consistence Dry Property evaluates the soil's behavior when dry, including its resistance to deformation or crumbling. It ranges from loose to hard and provides information about soil compaction and management practices. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 53"
"http://w3id.org/glosis/model/layerhorizon/consistenceDryProperty","GL_Surface",,"consistenceDryProperty","The Consistence Dry Property evaluates the soil's behavior when dry, including its resistance to deformation or crumbling. It ranges from loose to hard and provides information about soil compaction and management practices. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 53"
"http://w3id.org/glosis/model/layerhorizon/consistenceDryProperty","GL_Profile",,"consistenceDryProperty","The Consistence Dry Property evaluates the soil's behavior when dry, including its resistance to deformation or crumbling. It ranges from loose to hard and provides information about soil compaction and management practices. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 53"
"http://w3id.org/glosis/model/layerhorizon/consistenceDryProperty","GL_Plot",,"consistenceDryProperty","The Consistence Dry Property evaluates the soil's behavior when dry, including its resistance to deformation or crumbling. It ranges from loose to hard and provides information about soil compaction and management practices. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 53"
"http://w3id.org/glosis/model/layerhorizon/consistenceDryProperty",,"GL_Plot","consistenceDryProperty","The Consistence Dry Property evaluates the soil's behavior when dry, including its resistance to deformation or crumbling. It ranges from loose to hard and provides information about soil compaction and management practices. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 53"
"http://w3id.org/glosis/model/layerhorizon/consistenceMoistProperty",,"GL_Layer","consistenceMoistProperty","The Consistence Moist Property assesses how soil responds to pressure when moist. Categories include friable, firm, or plastic. This property is essential for understanding soil workability and water retention. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 54"
"http://w3id.org/glosis/model/layerhorizon/consistenceMoistProperty","GL_Surface",,"consistenceMoistProperty","The Consistence Moist Property assesses how soil responds to pressure when moist. Categories include friable, firm, or plastic. This property is essential for understanding soil workability and water retention. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 54"
"http://w3id.org/glosis/model/layerhorizon/consistenceMoistProperty","GL_Profile",,"consistenceMoistProperty","The Consistence Moist Property assesses how soil responds to pressure when moist. Categories include friable, firm, or plastic. This property is essential for understanding soil workability and water retention. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 54"
"http://w3id.org/glosis/model/layerhorizon/consistenceMoistProperty","GL_Plot",,"consistenceMoistProperty","The Consistence Moist Property assesses how soil responds to pressure when moist. Categories include friable, firm, or plastic. This property is essential for understanding soil workability and water retention. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 54"
"http://w3id.org/glosis/model/layerhorizon/consistenceMoistProperty",,"GL_Plot","consistenceMoistProperty","The Consistence Moist Property assesses how soil responds to pressure when moist. Categories include friable, firm, or plastic. This property is essential for understanding soil workability and water retention. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 54"
"http://w3id.org/glosis/model/layerhorizon/dryConsistencyProperty",,"GL_Layer","dryConsistencyProperty","The Dry Consistency Property is synonymous with the Consistence Dry Property, focusing on the soil's resistance to breaking apart or deforming when dry. It indicates the soil's mechanical strength and susceptibility to erosion. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/dryConsistencyProperty","GL_Surface",,"dryConsistencyProperty","The Dry Consistency Property is synonymous with the Consistence Dry Property, focusing on the soil's resistance to breaking apart or deforming when dry. It indicates the soil's mechanical strength and susceptibility to erosion. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/dryConsistencyProperty","GL_Profile",,"dryConsistencyProperty","The Dry Consistency Property is synonymous with the Consistence Dry Property, focusing on the soil's resistance to breaking apart or deforming when dry. It indicates the soil's mechanical strength and susceptibility to erosion. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/dryConsistencyProperty","GL_Plot",,"dryConsistencyProperty","The Dry Consistency Property is synonymous with the Consistence Dry Property, focusing on the soil's resistance to breaking apart or deforming when dry. It indicates the soil's mechanical strength and susceptibility to erosion. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/dryConsistencyProperty",,"GL_Plot","dryConsistencyProperty","The Dry Consistency Property is synonymous with the Consistence Dry Property, focusing on the soil's resistance to breaking apart or deforming when dry. It indicates the soil's mechanical strength and susceptibility to erosion. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/fragmentsClassProperty",,"GL_Layer","fragmentsClassProperty","The Fragments Class Property categorizes the size, shape, and quantity of coarse fragments (e.g., gravel, stones) present in the soil. These fragments affect soil porosity, water retention, and root penetration. The classification includes gravelly, stony, or bouldery soils. Source: Soil Survey Manual (USDA, 2017).","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/fragmentsClassProperty","GL_Surface",,"fragmentsClassProperty","The Fragments Class Property categorizes the size, shape, and quantity of coarse fragments (e.g., gravel, stones) present in the soil. These fragments affect soil porosity, water retention, and root penetration. The classification includes gravelly, stony, or bouldery soils. Source: Soil Survey Manual (USDA, 2017).","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/fragmentsClassProperty","GL_Profile",,"fragmentsClassProperty","The Fragments Class Property categorizes the size, shape, and quantity of coarse fragments (e.g., gravel, stones) present in the soil. These fragments affect soil porosity, water retention, and root penetration. The classification includes gravelly, stony, or bouldery soils. Source: Soil Survey Manual (USDA, 2017).","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/fragmentsClassProperty","GL_Plot",,"fragmentsClassProperty","The Fragments Class Property categorizes the size, shape, and quantity of coarse fragments (e.g., gravel, stones) present in the soil. These fragments affect soil porosity, water retention, and root penetration. The classification includes gravelly, stony, or bouldery soils. Source: Soil Survey Manual (USDA, 2017).","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/fragmentsClassProperty",,"GL_Plot","fragmentsClassProperty","The Fragments Class Property categorizes the size, shape, and quantity of coarse fragments (e.g., gravel, stones) present in the soil. These fragments affect soil porosity, water retention, and root penetration. The classification includes gravelly, stony, or bouldery soils. Source: Soil Survey Manual (USDA, 2017).","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/gypsumContentProperty",,"GL_Layer","gypsumContentProperty","The Gypsum Content Property quantifies the amount of gypsum (calcium sulfate dihydrate) present in the soil. Gypsum affects soil structure, water infiltration, and nutrient availability, especially in arid and semi-arid regions. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 40"
"http://w3id.org/glosis/model/layerhorizon/gypsumContentProperty","GL_Surface",,"gypsumContentProperty","The Gypsum Content Property quantifies the amount of gypsum (calcium sulfate dihydrate) present in the soil. Gypsum affects soil structure, water infiltration, and nutrient availability, especially in arid and semi-arid regions. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 40"
"http://w3id.org/glosis/model/layerhorizon/gypsumContentProperty","GL_Profile",,"gypsumContentProperty","The Gypsum Content Property quantifies the amount of gypsum (calcium sulfate dihydrate) present in the soil. Gypsum affects soil structure, water infiltration, and nutrient availability, especially in arid and semi-arid regions. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 40"
"http://w3id.org/glosis/model/layerhorizon/gypsumContentProperty","GL_Plot",,"gypsumContentProperty","The Gypsum Content Property quantifies the amount of gypsum (calcium sulfate dihydrate) present in the soil. Gypsum affects soil structure, water infiltration, and nutrient availability, especially in arid and semi-arid regions. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 40"
"http://w3id.org/glosis/model/layerhorizon/gypsumContentProperty",,"GL_Plot","gypsumContentProperty","The Gypsum Content Property quantifies the amount of gypsum (calcium sulfate dihydrate) present in the soil. Gypsum affects soil structure, water infiltration, and nutrient availability, especially in arid and semi-arid regions. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 40"
"http://w3id.org/glosis/model/layerhorizon/gypsumFormsProperty",,"GL_Layer","gypsumFormsProperty","The Gypsum Forms Property describes the morphology of gypsum within the soil, such as crystals, veins, or nodules. The form indicates the processes of soil formation and water movement in gypsum-rich soils. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 41"
"http://w3id.org/glosis/model/layerhorizon/gypsumFormsProperty","GL_Surface",,"gypsumFormsProperty","The Gypsum Forms Property describes the morphology of gypsum within the soil, such as crystals, veins, or nodules. The form indicates the processes of soil formation and water movement in gypsum-rich soils. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 41"
"http://w3id.org/glosis/model/layerhorizon/gypsumFormsProperty","GL_Profile",,"gypsumFormsProperty","The Gypsum Forms Property describes the morphology of gypsum within the soil, such as crystals, veins, or nodules. The form indicates the processes of soil formation and water movement in gypsum-rich soils. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 41"
"http://w3id.org/glosis/model/layerhorizon/gypsumFormsProperty","GL_Plot",,"gypsumFormsProperty","The Gypsum Forms Property describes the morphology of gypsum within the soil, such as crystals, veins, or nodules. The form indicates the processes of soil formation and water movement in gypsum-rich soils. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 41"
"http://w3id.org/glosis/model/layerhorizon/gypsumFormsProperty",,"GL_Plot","gypsumFormsProperty","The Gypsum Forms Property describes the morphology of gypsum within the soil, such as crystals, veins, or nodules. The form indicates the processes of soil formation and water movement in gypsum-rich soils. Source: FAO (2006). Guidelines for Soil Description.","Guidelines for Soil Description issued by the FAO: table 41"
"http://w3id.org/glosis/model/layerhorizon/gypsumWeightProperty",,"GL_Layer","gypsumWeightProperty","The Gypsum Weight Property measures the mass of gypsum in the soil profile. This value helps evaluate the potential for soil salinity issues and influences decisions for agricultural or land reclamation practices. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/gypsumWeightProperty","GL_Surface",,"gypsumWeightProperty","The Gypsum Weight Property measures the mass of gypsum in the soil profile. This value helps evaluate the potential for soil salinity issues and influences decisions for agricultural or land reclamation practices. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/gypsumWeightProperty","GL_Profile",,"gypsumWeightProperty","The Gypsum Weight Property measures the mass of gypsum in the soil profile. This value helps evaluate the potential for soil salinity issues and influences decisions for agricultural or land reclamation practices. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/gypsumWeightProperty","GL_Plot",,"gypsumWeightProperty","The Gypsum Weight Property measures the mass of gypsum in the soil profile. This value helps evaluate the potential for soil salinity issues and influences decisions for agricultural or land reclamation practices. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/gypsumWeightProperty",,"GL_Plot","gypsumWeightProperty","The Gypsum Weight Property measures the mass of gypsum in the soil profile. This value helps evaluate the potential for soil salinity issues and influences decisions for agricultural or land reclamation practices. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/mineralConcAbundanceProperty",,"GL_Layer","mineralConcAbundanceProperty","The Mineral Concentration Abundance Property evaluates the amount of specific minerals, such as quartz, feldspar, or mica, in the soil. This property provides insights into soil parent material and fertility. Source: FAO (2006). Guidelines for Soil Description.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/mineralConcAbundanceProperty","GL_Surface",,"mineralConcAbundanceProperty","The Mineral Concentration Abundance Property evaluates the amount of specific minerals, such as quartz, feldspar, or mica, in the soil. This property provides insights into soil parent material and fertility. Source: FAO (2006). Guidelines for Soil Description.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/mineralConcAbundanceProperty","GL_Profile",,"mineralConcAbundanceProperty","The Mineral Concentration Abundance Property evaluates the amount of specific minerals, such as quartz, feldspar, or mica, in the soil. This property provides insights into soil parent material and fertility. Source: FAO (2006). Guidelines for Soil Description.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/mineralConcAbundanceProperty","GL_Plot",,"mineralConcAbundanceProperty","The Mineral Concentration Abundance Property evaluates the amount of specific minerals, such as quartz, feldspar, or mica, in the soil. This property provides insights into soil parent material and fertility. Source: FAO (2006). Guidelines for Soil Description.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/mineralConcAbundanceProperty",,"GL_Plot","mineralConcAbundanceProperty","The Mineral Concentration Abundance Property evaluates the amount of specific minerals, such as quartz, feldspar, or mica, in the soil. This property provides insights into soil parent material and fertility. Source: FAO (2006). Guidelines for Soil Description.","ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3"
"http://w3id.org/glosis/model/layerhorizon/mineralConcColourProperty",,"GL_Layer","mineralConcColourProperty","The Mineral Concentration Colour Property describes the color of concentrated mineral deposits in the soil, such as iron oxides (red) or manganese nodules (black). It helps identify soil processes like oxidation or leaching. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 78"
"http://w3id.org/glosis/model/layerhorizon/mineralConcColourProperty","GL_Surface",,"mineralConcColourProperty","The Mineral Concentration Colour Property describes the color of concentrated mineral deposits in the soil, such as iron oxides (red) or manganese nodules (black). It helps identify soil processes like oxidation or leaching. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 78"
"http://w3id.org/glosis/model/layerhorizon/mineralConcColourProperty","GL_Profile",,"mineralConcColourProperty","The Mineral Concentration Colour Property describes the color of concentrated mineral deposits in the soil, such as iron oxides (red) or manganese nodules (black). It helps identify soil processes like oxidation or leaching. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 78"
"http://w3id.org/glosis/model/layerhorizon/mineralConcColourProperty","GL_Plot",,"mineralConcColourProperty","The Mineral Concentration Colour Property describes the color of concentrated mineral deposits in the soil, such as iron oxides (red) or manganese nodules (black). It helps identify soil processes like oxidation or leaching. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 78"
"http://w3id.org/glosis/model/layerhorizon/mineralConcColourProperty",,"GL_Plot","mineralConcColourProperty","The Mineral Concentration Colour Property describes the color of concentrated mineral deposits in the soil, such as iron oxides (red) or manganese nodules (black). It helps identify soil processes like oxidation or leaching. Source: Soil Survey Manual (USDA, 2017).","Guidelines for Soil Description issued by the FAO: table 78"
"http://w3id.org/glosis/model/layerhorizon/mineralConcHardnessProperty",,"GL_Layer","mineralConcHardnessProperty","The Mineral Concentration Hardness Property assesses the physical hardness of mineral deposits in soil. Hardness influences soil strength and resistance to erosion or mechanical disruption. Source: Sparks, D.L. (2003). Environmental Soil Chemistry.","Guidelines for Soil Description issued by the FAO: table 76"
"http://w3id.org/glosis/model/layerhorizon/mineralConcHardnessProperty","GL_Surface",,"mineralConcHardnessProperty","The Mineral Concentration Hardness Property assesses the physical hardness of mineral deposits in soil. Hardness influences soil strength and resistance to erosion or mechanical disruption. Source: Sparks, D.L. (2003). Environmental Soil Chemistry.","Guidelines for Soil Description issued by the FAO: table 76"
"http://w3id.org/glosis/model/layerhorizon/mineralConcHardnessProperty","GL_Profile",,"mineralConcHardnessProperty","The Mineral Concentration Hardness Property assesses the physical hardness of mineral deposits in soil. Hardness influences soil strength and resistance to erosion or mechanical disruption. Source: Sparks, D.L. (2003). Environmental Soil Chemistry.","Guidelines for Soil Description issued by the FAO: table 76"
"http://w3id.org/glosis/model/layerhorizon/mineralConcHardnessProperty","GL_Plot",,"mineralConcHardnessProperty","The Mineral Concentration Hardness Property assesses the physical hardness of mineral deposits in soil. Hardness influences soil strength and resistance to erosion or mechanical disruption. Source: Sparks, D.L. (2003). Environmental Soil Chemistry.","Guidelines for Soil Description issued by the FAO: table 76"
"http://w3id.org/glosis/model/layerhorizon/mineralConcHardnessProperty",,"GL_Plot","mineralConcHardnessProperty","The Mineral Concentration Hardness Property assesses the physical hardness of mineral deposits in soil. Hardness influences soil strength and resistance to erosion or mechanical disruption. Source: Sparks, D.L. (2003). Environmental Soil Chemistry.","Guidelines for Soil Description issued by the FAO: table 76"
