foi,attribute,instance,parent_instance,notation,label,definition,reference,citation,isproperty,concept_definition
Profile,descriptive,soilDepthProperty,,soilDepthProperty,Soil Depth Property,"The Soil Depth property measures the vertical distance from the soil surface to an impenetrable layer, such as bedrock or a hardpan. Soil depth is a crucial factor influencing root development, water storage, and plant growth. Shallow soils may limit root growth, while deep soils can support more extensive root systems. Source: Brady, N. C., & Weil, R. R. (2008). The Nature and Properties of Soils (14th ed.). Pearson Prentice Hall.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 1
Profile,descriptive,soilDepthRootableClassProperty,,soilDepthRootableClassProperty,Soil Depth Rootable Class Property,"The Soil Depth Rootable Class property classifies soils based on the depth of the rootable zone, which excludes impenetrable layers such as bedrock or compacted horizons. Soils are typically classified as shallow, moderately deep, or deep, depending on the depth of the root zone, which directly affects plant growth. Source: FAO (2006). Guidelines for Soil Description (4th ed.). Food and Agriculture Organization of the United Nations.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 1
Profile,descriptive,soilDepthRootableProperty,,soilDepthRootableProperty,Soil Depth Rootable Property,"The Soil Depth Rootable property refers to the actual vertical depth of soil that can support plant roots, excluding any non-rootable layers such as bedrock or a water-impervious horizon. This depth is crucial for determining the suitability of land for agriculture and vegetation. Source: Soil Science Society of America. (2008). Soil Science Glossary. Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 1
Profile,descriptive,soilDepthSampledProperty,,soilDepthSampledProperty,Soil Depth Sampled Property,"The Soil Depth Sampled property indicates the specific depth of the soil profile that has been sampled for analysis. This property is important for understanding the representativeness of the sample, as different soil horizons may vary significantly in properties such as texture, fertility, and moisture content. Source: Soil Science Society of America. (2008). Soil Science Glossary. Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 1
Profile,descriptive,profileDescriptionStatusProperty,,profileDescriptionStatusProperty,Profile Description Status Property,"The Profile Description Status Property indicates the level of detail and accuracy in documenting the features of a soil profile, including its horizons, texture, structure, and other observable characteristics. This property ensures that the soil profile description meets standards for completeness, enabling reliable classification and analysis. It is a critical aspect of soil studies, providing the basis for land-use planning, environmental assessment, and agricultural decision-making. Source: Schoeneberger, P.J., Wysocki, D.A., Benham, E.C., & Soil Survey Staff. (2012). Field Book for Describing and Sampling Soils. USDA-NRCS.",,,True,Guidelines for Soil Description issued by the FAO: table 1
Profile,descriptive,soilTypeProperty,,soilTypeProperty,Soil Type Property,"The Soil Type Property categorizes soils based on their physical, chemical, and mineralogical characteristics, as well as their formation processes. It identifies specific soil types, such as sandy, loamy, or clayey soils, or more detailed classifications like Mollisols, Alfisols, or Vertisols, depending on the classification system used (e.g., USDA Soil Taxonomy or FAO WRB). Understanding soil type is essential for predicting soil behavior, determining suitable land uses, and managing resources effectively. Source: USDA-NRCS (1999). Soil Taxonomy: A Basic System of Soil Classification for Making and Interpreting Soil Surveys; FAO (2015). World Reference Base for Soil Resources. ",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 1
Layer-Horizon,descriptive,bleachedSandProperty,,bleachedSandProperty,Bleached Sand Property,"The Bleached Sand property refers to the physical characteristic of sandy soil that has undergone a bleaching process due to leaching, where minerals such as iron and other elements have been removed by water. This process often occurs in areas with high rainfall, leading to a soil that appears lighter in color. Bleached sand typically indicates low fertility and poor nutrient-holding capacity due to the lack of iron and other nutrients that are washed away. Source: Brady, N. C., & Weil, R. R. (2008). The Nature and Properties of Soils (14th ed.). Pearson Prentice Hall.",,,True,Guidelines for Soil Description issued by the FAO: table 23
Layer-Horizon,descriptive,colourDryProperty,,colourDryProperty,Colour Dry Property,"The Colour Dry property describes the color of soil when it is in a dry state. Soil color in the dry condition is influenced by the soil’s mineral composition and moisture content. For example, soils with high organic matter content typically appear dark brown or black when dry, while sandy or saline soils may appear lighter in color. Dry soil color is used in soil classification and can provide insights into the soil's composition and drainage. Source: Soil Science Society of America. (2008). Soil Science Glossary. Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,colourMoistProperty,,colourMoistProperty,Colour Moist Property,"The Colour Moist property refers to the soil's color when it is in a wet or moist condition. Moisture enhances the color intensity of the soil, which is often darker compared to its dry state. This is particularly helpful in determining organic matter content, iron oxide presence, and soil moisture retention. For instance, moist soils with abundant organic material tend to appear darker, whereas more mineral-rich soils can appear lighter in color. Source: Soil Science Society of America. (2008). Soil Science Glossary. Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,cracksDepthProperty,,cracksDepthProperty,Cracks Depth Property,"The Cracks Depth property refers to the measurement of the vertical depth of cracks formed in soil, which is typically observed in dry conditions when the soil shrinks. Cracks are more common in clayey soils that experience significant shrinkage upon drying. The depth of these cracks can indicate soil moisture levels, compaction, and the ability of the soil to expand and contract, which affects water infiltration and root penetration. Source: McSweeney, K. (2009). Soil and Water Conservation Handbook. CRC Press.",,,True,"Guidelines for Soil Description issued by the FAO: table 21,2"
Layer-Horizon,descriptive,cracksDistanceProperty,,cracksDistanceProperty,Cracks Distance Property,"The Cracks Distance property refers to the horizontal spacing between cracks in the soil Layer-Horizon, which can occur due to the shrinkage of soil as it dries. Cracks form when water content decreases, and their distance is an indicator of the soil's shrink-swell behavior. Larger distances between cracks generally indicate more severe soil shrinkage, which can affect root growth and water infiltration. Source: McSweeney, K. (2009). Soil and Water Conservation Handbook. CRC Press.",,,True,"Guidelines for Soil Description issued by the FAO: table 21,3"
Layer-Horizon,descriptive,cracksWidthProperty,,cracksWidthProperty,Cracks Width Property,"The Cracks Width property refers to the measurement of the gap or space between the sides of soil cracks. The width of these cracks is typically influenced by soil moisture content and texture. Wider cracks are indicative of drier conditions and are commonly found in soils with high clay content, which tend to shrink and form deep cracks when the moisture content is reduced. Source: McSweeney, K. (2009). Soil and Water Conservation Handbook. CRC Press.",,,True,"Guidelines for Soil Description issued by the FAO: table 21,1"
Layer-Horizon,descriptive,fragmentCoverProperty,,fragmentCoverProperty,Fragment Cover Property,"The Fragment Cover property describes the proportion of the soil Layer-Horizon covered by coarse fragments such as rocks, stones, or other large particles. This property is important because a high fragment cover can reduce soil erosion but may also interfere with water infiltration and root growth. Fragment cover is often used as an indicator of soil stability and erosion potential. Source: FAO (2006). Guidelines for Soil Description (4th ed.). Food and Agriculture Organization of the United Nations.",,,True,"Guidelines for Soil Description issued by the FAO: table 15,1"
Layer-Horizon,descriptive,fragmentsSizeProperty,,fragmentsSizeProperty,Fragments Size Property,"The Fragments Size property refers to the dimensions of rock or mineral fragments present in the soil. These fragments are categorized based on their size, ranging from small gravel particles to larger stones and boulders. Larger fragments tend to reduce soil fertility, inhibit root growth, and decrease water retention. Smaller fragments, in contrast, contribute to soil texture and permeability. Source: Soil Science Society of America. (2008). Soil Science Glossary. Soil Science Society of America.",,,True,"Guidelines for Soil Description issued by the FAO: table 15,2"
Layer-Horizon,descriptive,infiltrationRateClassProperty,,infiltrationRateClassProperty,Infiltration Rate Class Property,"The Infiltration Rate Class property classifies the soil’s ability to absorb water based on observed infiltration rates. This classification is typically divided into categories like slow, moderate, or rapid infiltration, based on how quickly water is absorbed into the soil. It is an essential property for understanding drainage, runoff, and irrigation needs. Source: Hillel, D. (2004). Introduction to Soil Physics. Academic Press.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 1
Layer-Horizon,descriptive,infiltrationRateNumericProperty,,infiltrationRateNumericProperty,Infiltration Rate Numeric Property,"The Infiltration Rate Numeric property provides a quantitative measure of the rate at which water enters the soil, usually expressed in units such as millimeters per hour (mm/h). This numeric value is essential for determining soil permeability, irrigation management, and runoff prediction. Higher infiltration rates indicate well-drained soils, while lower rates suggest compacted or clay-rich soils. Source: Bouwer, H. (2000). Integrated Water Management for the 21st Century. Water Resources Research.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 1
Layer-Horizon,descriptive,rockAbundanceProperty,,rockAbundanceProperty,Rock Abundance Property,"The Rock Abundance property refers to the proportion or percentage of rock fragments in the soil profile. High rock abundance can affect soil tillage, water retention, root penetration, and overall soil fertility. It is often used to assess land suitability for agriculture and vegetation. Source: FAO (2006). Guidelines for Soil Description (4th ed.). Food and Agriculture Organization of the United Nations.",,,True,Guidelines for Soil Description issued by the FAO: table 26
Layer-Horizon,descriptive,rockShapeProperty,,rockShapeProperty,Rock Shape Property,"The Rock Shape property describes the physical form of rock fragments in the soil, which can range from angular to rounded. Angular rocks are generally a sign of recent weathering, while rounded rocks have been smoothed by long-term weathering processes. The shape of rocks influences soil texture, drainage, and tillage requirements. Source: FAO (2006). Guidelines for Soil Description (4th ed.). Food and Agriculture Organization of the United Nations.",,,True,Guidelines for Soil Description issued by the FAO: table 28
Layer-Horizon,descriptive,rockSizeProperty,,rockSizeProperty,Rock Size Property,"The Rock Size property refers to the dimensions of the rock fragments present in the soil. Rocks are typically classified by their size, from small gravel to large boulders. Larger rocks can limit root growth, hinder water infiltration, and complicate soil management practices. Source: Soil Science Society of America. (2008). Soil Science Glossary. Soil Science Society of America.",,,True,Guidelines for Soil Description issued by the FAO: table 27
Layer-Horizon,descriptive,textureProperty,,textureProperty,Texture Property,"The Texture property refers to the relative proportions of sand, silt, and clay in a soil. It is a key indicator of the soil’s ability to retain moisture, drain water, and support root growth. Soils can be classified into textures such as sandy, loamy, or clayey, each with distinct characteristics affecting soil management. Source: Soil Science Society of America. (2008). Soil Science Glossary. Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 1
Layer-Horizon,descriptive,weatheringFragmentsProperty,,weatheringFragmentsProperty,Weathering Fragments Property,"The Weathering Fragments property refers to soil particles or rock fragments that have been broken down through physical, chemical, or biological weathering. These fragments play a role in soil texture, structure, and nutrient availability. The degree of weathering can indicate the age and stability of the soil’s mineral content. Source: Brady, N. C., & Weil, R. R. (2008). The Nature and Properties of Soils (14th ed.). Pearson Prentice Hall.",,,True,Guidelines for Soil Description issued by the FAO: table 29
Layer-Horizon,descriptive,biologicalAbundanceProperty,,biologicalAbundanceProperty,Biological Abundance Property,"The Biological Abundance Property evaluates the presence and quantity of soil organisms, such as microbes, insects, and earthworms. This property reflects soil health, nutrient cycling, and organic matter decomposition, which are vital for maintaining soil fertility. Source: Lavelle, P., & Spain, A.V. (2001). Soil Ecology.",,,True,Guidelines for Soil Description issued by the FAO: table 81
Layer-Horizon,descriptive,biologicalFeaturesProperty,,biologicalFeaturesProperty,Biological Features Property,"The Biological Features Property examines qualitative aspects of soil biological activity, including the types of organisms present, their diversity, and their roles in soil ecosystems. It encompasses processes like nitrogen fixation, organic matter decomposition, and bioturbation. Source: Soil Science Society of America (SSSA) Glossary.",,,True,Guidelines for Soil Description issued by the FAO: table 82
Layer-Horizon,descriptive,boundaryDistinctnessProperty,,boundaryDistinctnessProperty,Boundary Distinctness Property,"The Boundary Distinctness Property describes the sharpness of transitions between soil horizons. Boundaries can range from abrupt (clear demarcation) to diffuse (gradual blending), providing insights into soil formation processes and profile development. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 24.1
Layer-Horizon,descriptive,boundaryTopographyProperty,,boundaryTopographyProperty,Boundary Topography Property,"The Boundary Topography Property characterizes the shape of soil horizon boundaries, which may be smooth, wavy, irregular, or broken. It reflects processes like erosion, deposition, or biological activity that influence horizon development. Source: FAO (2006). Guidelines for Soil Description.",,,True,"Guidelines for Soil Description issued by the FAO: table 24,2"
Layer-Horizon,descriptive,bulkDensityMineralProperty,,bulkDensityMineralProperty,Bulk Density Mineral Property,"The Bulk Density of Mineral Soil refers specifically to the density of the mineral portion of the soil, excluding organic matter. It provides insights into the physical state and compaction of mineral-dominated soils, influencing water movement and root growth. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,Guidelines for Soil Description issued by the FAO: table 58
Layer-Horizon,descriptive,bulkDensityPeatProperty,,bulkDensityPeatProperty,Bulk Density Peat Property,"The Bulk Density of Peat measures the mass of dry organic soil (peat) per unit volume. Peat soils typically have low bulk density due to their high organic matter content and porosity, which significantly affects their water retention and drainage characteristics. Source: Rydin, H., & Jeglum, J. (2006). The Biology of Peatlands.",,,True,"Guidelines for Soil Description issued by the FAO: table 59,3"
Layer-Horizon,descriptive,carbonatesContentProperty,,carbonatesContentProperty,Carbonates Content Property,"The Carbonates Content Property quantifies the concentration of carbonate minerals (e.g., CaCO₃, MgCO₃) in soil. These compounds influence soil pH, fertility, and structure, and are prevalent in calcareous soils. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,Guidelines for Soil Description issued by the FAO: table 38
Layer-Horizon,descriptive,carbonatesFormsProperty,,carbonatesFormsProperty,Carbonates Forms Property,"The Carbonates Forms Property describes the types of carbonate minerals present in soil, such as calcite, dolomite, or aragonite. These forms impact soil chemistry, fertility, and physical characteristics differently depending on their composition and solubility. Source: Sparks, D.L. (2003). Environmental Soil Chemistry.",,,True,Guidelines for Soil Description issued by the FAO: table 39
Layer-Horizon,descriptive,cationExchangeCapacityEffectiveProperty,,cationExchangeCapacityEffectiveProperty,Cation Exchange Capacity Effective Property,"The Effective Cation Exchange Capacity (ECEC) measures the ability of soil to hold and exchange cations at a given pH, often near field conditions. It provides insight into soil fertility, nutrient availability, and buffering capacity in acidic soils. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,cationExchangeCapacityProperty,,cationExchangeCapacityProperty,Cation Exchange Capacity Property,"The Cation Exchange Capacity (CEC) measures the soil's total capacity to hold and exchange positively charged ions (cations). It is influenced by clay and organic matter content and is a critical indicator of soil fertility and nutrient retention. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,cationsSumProperty,,cationsSumProperty,Cations Sum Property,"The Cations Sum Property calculates the total concentration of exchangeable cations (e.g., Ca²⁺, Mg²⁺, K⁺, Na⁺) in the soil. It helps determine soil fertility and salinity and is commonly expressed in milliequivalents per 100 grams of soil. Source: Soil Science Society of America (SSSA) Glossary.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,cementationContinuityProperty,,cementationContinuityProperty,Cementation Continuity Property,"The Cementation Continuity Property describes the extent to which soil particles are bound together by cementing agents, such as calcium carbonate, iron oxides, or silica. Cementation affects soil permeability, root penetration, and the development of soil horizons. Continuity can be classified as continuous, discontinuous, or patchy. Source: FAO (2006). Guidelines for Soil Description.",,,True,Guidelines for Soil Description issued by the FAO: table 69
Layer-Horizon,descriptive,cementationDegreeProperty,,cementationDegreeProperty,Cementation Degree Property,"The Cementation Degree Property measures how strongly soil particles are bonded by cementing agents. It ranges from weakly cemented (friable) to strongly cemented (hard). This property influences soil strength and its suitability for agricultural and engineering purposes. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 72
Layer-Horizon,descriptive,cementationFabricProperty,,cementationFabricProperty,Cementation Fabric Property,"The Cementation Fabric Property examines the texture, structure, and arrangement of cementing materials within the soil. It provides insights into soil formation processes and the mechanical stability of the soil matrix. Source: FAO (2006). Guidelines for Soil Description.",,,True,Guidelines for Soil Description issued by the FAO: table 70
Layer-Horizon,descriptive,cementationNatureProperty,,cementationNatureProperty,Cementation Nature Property,"The Cementation Nature Property identifies the specific type of material responsible for binding soil particles, such as carbonates, silica, or iron oxides. Understanding this helps in soil classification and predicting behavior under varying environmental conditions. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 71
Layer-Horizon,descriptive,coatingAbundanceProperty,,coatingAbundanceProperty,Coating Abundance Property,"The Coating Abundance Property evaluates the quantity of coatings on soil particles, such as organic matter, clay, or iron oxides. Coatings influence soil color, nutrient availability, and water movement. The abundance is typically classified as few, common, or many. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",,,True,Guidelines for Soil Description issued by the FAO: table 64
Layer-Horizon,descriptive,coatingContrastProperty,,coatingContrastProperty,Coating Contrast Property,"The Coating Contrast Property assesses the visual distinction between coatings on soil particles and the underlying material. High contrast indicates significant differences in composition or color, providing clues about soil processes like illuviation or biological activity. Source: FAO (2006). Guidelines for Soil Description.",,,True,Guidelines for Soil Description issued by the FAO: table 65
Layer-Horizon,descriptive,coatingFormProperty,,coatingFormProperty,Coating Form Property,"The Coating Form Property describes the shape and distribution of coatings on soil particles, such as patchy, continuous, or layered. These forms are indicative of soil genesis and chemical weathering processes. Source: Soil Science Society of America (SSSA) Glossary.",,,True,Guidelines for Soil Description issued by the FAO: table 67
Layer-Horizon,descriptive,coatingLocationProperty,,coatingLocationProperty,Coating Location Property,"The Coating Location Property identifies where coatings are found within the soil profile, such as along root channels, pore spaces, or on particle Layer-Horizons. This property helps determine the movement of water and nutrients in the soil. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",,,True,Guidelines for Soil Description issued by the FAO: table 68
Layer-Horizon,descriptive,coatingNatureProperty,,coatingNatureProperty,Coating Nature Property,"The Coating Nature Property examines the composition of soil coatings, such as organic, clay, or iron-rich coatings. The nature of these coatings can influence nutrient retention, soil color, and water dynamics. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,Guidelines for Soil Description issued by the FAO: table 66
Layer-Horizon,descriptive,consistenceDryProperty,,consistenceDryProperty,Consistence Dry Property,"The Consistence Dry Property evaluates the soil's behavior when dry, including its resistance to deformation or crumbling. It ranges from loose to hard and provides information about soil compaction and management practices. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 53
Layer-Horizon,descriptive,consistenceMoistProperty,,consistenceMoistProperty,Consistence Moist Property,"The Consistence Moist Property assesses how soil responds to pressure when moist. Categories include friable, firm, or plastic. This property is essential for understanding soil workability and water retention. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 54
Layer-Horizon,descriptive,dryConsistencyProperty,,dryConsistencyProperty,Dry Consistency Property,"The Dry Consistency Property is synonymous with the Consistence Dry Property, focusing on the soil's resistance to breaking apart or deforming when dry. It indicates the soil's mechanical strength and susceptibility to erosion. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,fragmentsClassProperty,,fragmentsClassProperty,Fragments Class Property,"The Fragments Class Property categorizes the size, shape, and quantity of coarse fragments (e.g., gravel, stones) present in the soil. These fragments affect soil porosity, water retention, and root penetration. The classification includes gravelly, stony, or bouldery soils. Source: Soil Survey Manual (USDA, 2017).",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,gypsumContentProperty,,gypsumContentProperty,Gypsum Content Property,"The Gypsum Content Property quantifies the amount of gypsum (calcium sulfate dihydrate) present in the soil. Gypsum affects soil structure, water infiltration, and nutrient availability, especially in arid and semi-arid regions. Source: FAO (2006). Guidelines for Soil Description.",,,True,Guidelines for Soil Description issued by the FAO: table 40
Layer-Horizon,descriptive,gypsumFormsProperty,,gypsumFormsProperty,Gypsum Forms Property,"The Gypsum Forms Property describes the morphology of gypsum within the soil, such as crystals, veins, or nodules. The form indicates the processes of soil formation and water movement in gypsum-rich soils. Source: FAO (2006). Guidelines for Soil Description.",,,True,Guidelines for Soil Description issued by the FAO: table 41
Layer-Horizon,descriptive,gypsumWeightProperty,,gypsumWeightProperty,Gypsum Weight Property,"The Gypsum Weight Property measures the mass of gypsum in the soil profile. This value helps evaluate the potential for soil salinity issues and influences decisions for agricultural or land reclamation practices. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,mineralConcAbundanceProperty,,mineralConcAbundanceProperty,Mineral Conc Abundance Property,"The Mineral Concentration Abundance Property evaluates the amount of specific minerals, such as quartz, feldspar, or mica, in the soil. This property provides insights into soil parent material and fertility. Source: FAO (2006). Guidelines for Soil Description.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,mineralConcColourProperty,,mineralConcColourProperty,Mineral Conc Colour Property,"The Mineral Concentration Colour Property describes the color of concentrated mineral deposits in the soil, such as iron oxides (red) or manganese nodules (black). It helps identify soil processes like oxidation or leaching. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 78
Layer-Horizon,descriptive,mineralConcHardnessProperty,,mineralConcHardnessProperty,Mineral Conc Hardness Property,"The Mineral Concentration Hardness Property assesses the physical hardness of mineral deposits in soil. Hardness influences soil strength and resistance to erosion or mechanical disruption. Source: Sparks, D.L. (2003). Environmental Soil Chemistry.",,,True,Guidelines for Soil Description issued by the FAO: table 76
Layer-Horizon,descriptive,mineralConcKindProperty,,mineralConcKindProperty,Mineral Conc Kind Property,"The Mineral Concentration Kind Property identifies the specific type of mineral concentrations found in soil, such as gypsum, calcite, or hematite. This classification aids in understanding soil genesis and chemistry. Source: FAO (2006). Guidelines for Soil Description.",,,True,Guidelines for Soil Description issued by the FAO: table 74
Layer-Horizon,descriptive,mineralConcNatureProperty,,mineralConcNatureProperty,Mineral Conc Nature Property,"The Mineral Concentration Nature Property examines the origin and composition of concentrated minerals in soil. It provides clues about weathering, leaching, and other pedogenic processes. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",,,True,Guidelines for Soil Description issued by the FAO: table 77
Layer-Horizon,descriptive,mineralConcShapeProperty,,mineralConcShapeProperty,Mineral Conc Shape Property,"The Mineral Concentration Shape Property describes the physical shape of mineral accumulations, such as rounded, angular, or irregular. These shapes help infer soil formation processes and transport history. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",,,True,"Guidelines for Soil Description issued by the FAO: table 75,2"
Layer-Horizon,descriptive,mineralConcSizeeProperty,,mineralConcSizeeProperty,Mineral Conc Sizee Property,"The Mineral Concentration Size Property measures the dimensions of concentrated mineral deposits in soil, typically expressed in millimeters. Size categories range from small grains to large nodules or concretions. Source: FAO (2006). Guidelines for Soil Description.",,,True,"Guidelines for Soil Description issued by the FAO: table 75,1"
Layer-Horizon,descriptive,mineralConcVolumeProperty,,mineralConcVolumeProperty,Mineral Conc Volume Property,"The Mineral Concentration Volume Property quantifies the proportion of soil volume occupied by mineral concentrations. It is used to assess the impact of these materials on soil structure and permeability. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 73
Layer-Horizon,descriptive,mineralContentProperty,,mineralContentProperty,Mineral Content Property,"The Mineral Content Property evaluates the overall abundance of mineral particles in soil, including sand, silt, and clay fractions. It provides essential information about soil texture, fertility, and parent material. Source: Hillel, D. (2004). Introduction to Environmental Soil Physics.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,mineralFragmentsProperty,,mineralFragmentsProperty,Mineral Fragments Property,"The Mineral Fragments Property refers to the presence and characteristics of coarse mineral particles (e.g., gravel, pebbles, stones) in the soil. These fragments influence soil drainage, root penetration, and overall physical structure. Source: Soil Survey Manual (USDA, 2017).",,,True,Guidelines for Soil Description issued by the FAO: table 30
Layer-Horizon,descriptive,moistConsistencyProperty,,moistConsistencyProperty,Moist Consistency Property,"The Moist Consistency Property evaluates the soil's behavior under pressure when moist. Categories include friable, firm, or plastic. It provides insights into soil workability and its ability to support plant growth. Source: FAO (2006). Guidelines for Soil Description.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,mottlesAbundanceProperty,,mottlesAbundanceProperty,Mottles Abundance Property,"The Mottles Abundance Property describes the frequency of mottling (spots of contrasting color) in soil horizons. Mottling indicates variations in soil aeration, drainage, or water saturation. Abundance is typically classified as few, common, or many. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",,,True,Guidelines for Soil Description issued by the FAO: table 32
Layer-Horizon,descriptive,mottlesBoundaryClassificationProperty,,mottlesBoundaryClassificationProperty,Mottles Boundary Classification Property,The Mottles Boundary Classification Property assesses the sharpness and distinctness of boundaries between mottled and non-mottled areas within the soil. It provides clues about soil processes such as oxidation-reduction reactions. Source: FAO (2006). Guidelines for Soil Description.,,,True,Guidelines for Soil Description issued by the FAO: table 35
Layer-Horizon,descriptive,mottlesColourProperty,,mottlesColourProperty,Mottles Colour Property,"The Mottles Colour Property evaluates the color of soil mottles, often indicative of oxidation states of iron or manganese. For example, reddish colors suggest oxidation, while gray colors indicate reduction and poor drainage. Source: Soil Survey Manual (USDA, 2017).",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,mottlesContrastProperty,,mottlesContrastProperty,Mottles Contrast Property,"The Mottles Contrast Property measures the visual distinction between mottles and the surrounding soil matrix. High contrast indicates stark differences, often linked to fluctuating water tables or drainage issues. Source: FAO (2006). Guidelines for Soil Description.",,,True,Guidelines for Soil Description issued by the FAO: table 34
Layer-Horizon,descriptive,mottlesPresenceProperty,,mottlesPresenceProperty,Mottles Presence Property,"The Mottles Presence Property refers to the existence of mottles in soil, often signaling periodic water saturation, drainage problems, or fluctuating redox conditions. This property is essential for wetland delineation and soil health assessment. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,mottlesSizeProperty,,mottlesSizeProperty,Mottles Size Property,"The Mottles Size Property describes the dimensions of soil mottles, typically classified as fine, medium, or coarse. The size reflects the intensity and scale of soil processes such as oxidation and reduction. Source: FAO (2006). Guidelines for Soil Description.",,,True,Guidelines for Soil Description issued by the FAO: table 33
Layer-Horizon,descriptive,oxalateExtractableOpticalDensityProperty,,oxalateExtractableOpticalDensityProperty,Oxalate Extractable Optical Density Property,"The Oxalate Extractable Optical Density Property measures the concentration of poorly crystalline forms of iron, aluminum, and organic matter in soil, often associated with volcanic soils. It is determined using ammonium oxalate extraction. Source: Sparks, D.L. (2003). Environmental Soil Chemistry.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
Layer-Horizon,descriptive,ParticleSizeFractionsSumProperty,,ParticleSizeFractionsSumProperty,PParticle Size Fractions Sum Property,"The Particle Size Fractions Sum refers to the total proportion of sand, silt, and clay particles in soil, expressed as a percentage. It ensures the sum of individual particle size fractions adds up to 100%, a check for accurate soil texture analysis. Particle size distribution impacts water retention, permeability, and soil structure. Source: Hillel, D. (2004). Introduction to Environmental Soil Physics.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3
